author,pull_number,title,description,churn,changed_files,activities,comments,comment_dates,state,creation_date,close_date,closed_by,release_tag
coyotemarin,1122,handle step IDs in step log paths,314,193,6,4,3,2015-09-11T17:53:06+00:00;2015-09-11T18:33:43+00:00;2015-09-11T17:50:03+00:00,merged,2015-09-04T23:27:35+00:00,2015-09-11 18:33:37+00:00,coyotemarin,v0.5.0
coyotemarin,1118,Fetching counters via SSH from 3.x AMIs,724,117,5,6,2,2015-09-01T03:37:03+00:00;2015-09-01T14:05:11+00:00,merged,2015-09-01T03:24:20+00:00,2015-09-01 15:40:58+00:00,coyotemarin,v0.5.0
coyotemarin,1116,SSH to resource tracker on 3.x AMIs,1373,306,11,6,1,2015-08-28T23:26:35+00:00,merged,2015-08-24T23:09:34+00:00,2015-08-28 23:26:32+00:00,zachm,v0.5.0
coyotemarin,1110,use correct line endings for local setup script,185,90,6,4,0,,merged,2015-08-07T02:01:32+00:00,2015-08-07 02:07:41+00:00,coyotemarin,v0.5.0
coyotemarin,1109,No boto shim,229,638,5,4,0,,merged,2015-08-07T00:51:23+00:00,2015-08-07 00:57:49+00:00,coyotemarin,v0.5.0
coyotemarin,1108,Cluster deprecation,254,498,7,4,0,,merged,2015-08-07T00:05:26+00:00,2015-08-07 00:22:47+00:00,coyotemarin,v0.5.0
coyotemarin,1107,"""tmp"" not ""scratch""",176,647,20,4,0,,merged,2015-08-06T22:12:51+00:00,2015-08-06 22:37:43+00:00,coyotemarin,v0.5.0
coyotemarin,1103,emr_tags and other fixes,639,288,8,4,0,,merged,2015-07-28T21:15:32+00:00,2015-07-28 22:23:33+00:00,coyotemarin,v0.4.5
coyotemarin,1098,use correct format for step args,613,22,5,4,0,,merged,2015-07-27T22:08:54+00:00,2015-07-27 22:46:38+00:00,coyotemarin,v0.4.5
coyotemarin,1095,DescribeJobFlows begone,4430,5552,27,7,8,2015-07-26T22:28:15+00:00;2015-07-27T18:00:27+00:00;2015-07-26T21:51:09+00:00;2015-07-26T21:54:14+00:00;2015-07-26T22:02:20+00:00;2015-07-27T17:36:35+00:00;2015-07-27T17:51:44+00:00;2015-07-27T17:54:20+00:00,merged,2015-07-24T21:38:31+00:00,2015-07-27 19:12:55+00:00,coyotemarin,v0.4.5
sudarshang,1094,RetryWrapper raises last exception if all the tries fail,0,59,2,7,5,2015-07-23T20:46:56+00:00;2015-07-23T21:27:43+00:00;2015-07-23T21:49:10+00:00;2015-07-24T20:15:24+00:00;2015-07-24T22:09:58+00:00,merged,2015-07-23T20:19:58+00:00,2015-07-24 22:09:24+00:00,coyotemarin,
coyotemarin,1090,Add missing tool switches,766,1165,19,5,1,2015-07-26T21:29:34+00:00,merged,2015-07-21T21:26:27+00:00,2015-07-27 17:55:54+00:00,coyotemarin,v0.4.5
alejandro-rivera,1084,Improve emr tags doc,188,4,1,3,1,2015-07-15T16:40:12+00:00,merged,2015-07-15T07:02:54+00:00,2015-07-15 16:40:02+00:00,coyotemarin,v0.5.0
asottile,1080,Fix typo 'bootsrap',0,2,1,4,1,2015-07-13T17:10:51+00:00,merged,2015-07-13T16:53:08+00:00,2015-07-13 17:10:48+00:00,coyotemarin,v0.5.0
coyotemarin,1076,Fix resource warnings in tests,106,72,5,4,0,,merged,2015-07-07T20:31:07+00:00,2015-07-07 21:09:47+00:00,coyotemarin,v0.5.0
coyotemarin,1074,MockBoto test case,186,520,10,4,0,,merged,2015-07-07T19:09:09+00:00,2015-07-07 19:09:53+00:00,coyotemarin,v0.5.0
wrld-devops,1071,Write as binary mode when outputting setup-wrapper.sh.,198,4,1,3,4,2015-07-02T17:24:47+00:00;2015-07-07T23:54:12+00:00;2015-08-11T12:23:22+00:00;2015-08-11T15:13:39+00:00,merged,2015-07-01T17:14:52+00:00,2015-08-07 02:07:42+00:00,coyotemarin,
coyotemarin,1069,iam_endpoint option,273,50,6,4,2,2015-06-30T23:43:11+00:00;2015-06-30T23:47:12+00:00,merged,2015-06-30T22:24:19+00:00,2015-07-02 17:20:32+00:00,coyotemarin,v0.5.0
coyotemarin,1068,"update IAM code to use ""new"" boto methods",357,230,4,4,1,2015-07-01T00:02:22+00:00,merged,2015-06-30T22:22:51+00:00,2015-07-02 17:21:20+00:00,coyotemarin,v0.5.0
coyotemarin,1063,S3 and AWS region changes,1538,952,11,5,7,2015-06-30T23:38:53+00:00;2015-06-30T23:45:03+00:00;2015-06-30T22:59:19+00:00;2015-06-30T23:01:02+00:00;2015-06-30T23:10:13+00:00;2015-06-30T23:11:37+00:00;2015-06-30T23:19:53+00:00,merged,2015-06-29T20:24:02+00:00,2015-06-30 23:46:10+00:00,coyotemarin,v0.5.0
alejandro-rivera,1058,Add support for applying metadata tags to the EMR cluster right after its creation,365,116,6,9,1,2015-06-26T22:28:00+00:00,merged,2015-06-26T00:01:03+00:00,2015-06-26 22:27:44+00:00,coyotemarin,v0.5.0
coyotemarin,1056,wave of deprecation,426,708,26,4,1,2015-06-25T23:06:22+00:00,merged,2015-06-25T20:04:31+00:00,2015-06-25 23:06:44+00:00,coyotemarin,v0.5.0
coyotemarin,1053,"""job key"", not ""job name""",456,142,14,4,4,2015-06-25T22:22:22+00:00;2015-06-25T22:30:26+00:00;2015-06-25T22:31:17+00:00;2015-06-25T22:31:48+00:00,merged,2015-06-25T17:45:57+00:00,2015-06-25 22:30:39+00:00,coyotemarin,v0.5.0
coyotemarin,1052,chunks to lines,1154,562,4,5,7,2015-06-24T22:58:23+00:00;2015-06-25T16:58:29+00:00;2015-06-25T17:49:40+00:00;2015-06-24T22:43:35+00:00;2015-06-24T22:57:41+00:00;2015-06-25T16:53:26+00:00;2015-06-25T16:54:39+00:00,merged,2015-06-24T19:40:37+00:00,2015-06-25 18:42:57+00:00,coyotemarin,v0.5.0
tianhuil,1051,Syntax Highlighting in Readme.rst,0,4,1,1,1,2015-06-24T18:00:02+00:00,closed,2015-06-24T15:06:01+00:00,2015-06-24 18:00:02+00:00,coyotemarin,
alejandro-rivera,1049,Disable check input paths,11,11,2,3,1,2015-06-24T18:01:40+00:00,merged,2015-06-23T17:26:53+00:00,2015-06-24 18:01:35+00:00,coyotemarin,v0.5.0
tylernisonoff,1048,Use Instances.Ec2SubnetId in doc examples,465,14,2,4,1,2015-06-22T22:09:52+00:00,merged,2015-06-22T03:09:56+00:00,2015-06-22 22:09:47+00:00,coyotemarin,v0.5.0
coyotemarin,1045,set visible_to_all_users to True by default,390,97,6,4,2,2015-06-18T22:43:55+00:00;2015-06-18T23:01:40+00:00,merged,2015-06-18T22:30:31+00:00,2015-06-18 23:01:51+00:00,coyotemarin,v0.5.0
coyotemarin,1043,python_bin and interpreter options,909,290,8,4,2,2015-06-18T19:26:05+00:00;2015-06-18T20:38:34+00:00,merged,2015-06-18T19:04:50+00:00,2015-06-18 20:38:48+00:00,coyotemarin,v0.5.0
coyotemarin,1040,Protocol revamp,3027,1028,29,4,9,2015-06-17T14:50:42+00:00;2015-06-17T17:36:36+00:00;2015-06-17T18:28:11+00:00;2015-06-17T14:36:56+00:00;2015-06-17T14:48:38+00:00;2015-06-17T14:49:36+00:00;2015-06-17T16:32:46+00:00;2015-06-17T16:33:28+00:00;2015-06-17T17:20:46+00:00,merged,2015-06-12T23:28:07+00:00,2015-06-17 18:47:26+00:00,coyotemarin,v0.5.0
alejandro-rivera,1037,Make the --hadoop-home command line option work,145,6,1,4,2,2015-06-06T02:06:07+00:00;2015-06-12T16:52:45+00:00,closed,2015-06-05T06:03:50+00:00,2015-06-12 16:52:45+00:00,coyotemarin,
coyotemarin,1031,use managed IAM policies,704,432,5,4,1,2015-06-01T15:01:03+00:00,merged,2015-05-30T04:03:47+00:00,2015-06-01 18:56:46+00:00,coyotemarin,v0.4.5
coyotemarin,1030,Fallback IAM role/profile,885,141,3,4,3,2015-05-26T16:19:17+00:00;2015-05-26T22:15:34+00:00;2015-05-27T17:15:29+00:00,merged,2015-05-26T00:20:22+00:00,2015-05-27 17:04:19+00:00,coyotemarin,v0.4.5
coyotemarin,1029,Fallback IAM role/profile (duplicate),636,141,3,3,1,2015-05-26T00:20:46+00:00,closed,2015-05-26T00:17:54+00:00,2015-05-26 00:20:46+00:00,coyotemarin,
coyotemarin,1020,Python 3 on EMR,553,290,11,4,1,2015-05-28T13:42:30+00:00,merged,2015-05-24T00:30:36+00:00,2015-05-29 15:52:03+00:00,coyotemarin,v0.5.0
coyotemarin,1007,Python 3.3+ compatibility,1176,3917,87,4,83,2015-05-05T21:17:00+00:00;2015-05-05T21:34:05+00:00;2015-05-06T01:04:48+00:00;2015-05-13T20:00:47+00:00;2015-05-13T23:41:17+00:00;2015-05-14T16:01:25+00:00;2015-05-14T16:03:45+00:00;2015-05-14T17:58:49+00:00;2015-05-05T20:08:07+00:00;2015-05-05T20:09:58+00:00;2015-05-05T20:11:02+00:00;2015-05-05T20:13:50+00:00;2015-05-05T20:15:53+00:00;2015-05-05T20:17:46+00:00;2015-05-05T20:19:54+00:00;2015-05-05T20:22:50+00:00;2015-05-05T20:25:19+00:00;2015-05-05T20:26:12+00:00;2015-05-05T20:29:08+00:00;2015-05-05T20:31:28+00:00;2015-05-05T20:38:16+00:00;2015-05-05T20:44:10+00:00;2015-05-05T20:47:51+00:00;2015-05-05T20:49:58+00:00;2015-05-05T20:53:22+00:00;2015-05-05T20:53:56+00:00;2015-05-05T20:56:07+00:00;2015-05-05T20:56:55+00:00;2015-05-05T20:58:20+00:00;2015-05-05T20:58:22+00:00;2015-05-05T20:59:00+00:00;2015-05-05T20:59:51+00:00;2015-05-05T21:01:30+00:00;2015-05-05T21:02:23+00:00;2015-05-05T21:03:13+00:00;2015-05-05T21:05:41+00:00;2015-05-05T21:05:59+00:00;2015-05-05T21:08:40+00:00;2015-05-05T21:09:18+00:00;2015-05-05T21:09:35+00:00;2015-05-05T21:10:17+00:00;2015-05-05T21:12:06+00:00;2015-05-05T21:12:28+00:00;2015-05-05T21:15:29+00:00;2015-05-05T21:17:19+00:00;2015-05-05T21:17:35+00:00;2015-05-05T21:17:40+00:00;2015-05-05T21:19:08+00:00;2015-05-05T21:21:13+00:00;2015-05-05T21:24:31+00:00;2015-05-05T21:25:23+00:00;2015-05-05T21:25:53+00:00;2015-05-05T21:27:36+00:00;2015-05-05T21:28:12+00:00;2015-05-05T21:29:05+00:00;2015-05-05T21:29:35+00:00;2015-05-05T21:35:06+00:00;2015-05-05T21:38:55+00:00;2015-05-05T21:47:19+00:00;2015-05-05T21:49:57+00:00;2015-05-05T22:01:24+00:00;2015-05-05T22:03:19+00:00;2015-05-05T22:07:20+00:00;2015-05-05T22:08:03+00:00;2015-05-05T23:13:56+00:00;2015-05-05T23:29:51+00:00;2015-05-05T23:44:24+00:00;2015-05-05T23:45:05+00:00;2015-05-05T23:49:28+00:00;2015-05-06T00:07:54+00:00;2015-05-06T00:12:58+00:00;2015-05-06T00:14:58+00:00;2015-05-06T00:52:42+00:00;2015-05-06T00:57:41+00:00;2015-05-06T00:58:18+00:00;2015-05-06T01:00:19+00:00;2015-05-06T01:00:22+00:00;2015-05-06T01:00:59+00:00;2015-05-06T01:02:54+00:00;2015-05-06T01:02:56+00:00;2015-05-06T01:04:21+00:00;2015-05-06T01:07:17+00:00;2015-05-06T18:18:51+00:00,merged,2015-05-05T18:59:17+00:00,2015-05-14 18:27:03+00:00,coyotemarin,v0.5.0
coyotemarin,1004,work with new IAM requirements,484,948,9,4,2,2015-04-21T23:04:50+00:00;2015-04-21T23:41:58+00:00,merged,2015-04-21T22:25:24+00:00,2015-04-21 23:42:39+00:00,coyotemarin,v0.4.4
cad106uk,1003,Adding in the optional aws_security_token to allow temporary aws credentials to be used.,460,36,5,12,13,2015-04-20T21:12:47+00:00;2015-04-20T23:06:23+00:00;2015-04-21T09:13:45+00:00;2015-04-21T17:28:14+00:00;2015-04-21T17:30:13+00:00;2015-04-22T01:01:08+00:00;2015-04-22T10:45:58+00:00;2015-05-05T12:16:05+00:00;2015-05-05T14:57:49+00:00;2015-05-05T19:34:22+00:00;2015-05-13T20:03:08+00:00;2015-05-15T09:48:24+00:00;2015-05-15T15:18:55+00:00,merged,2015-04-20T18:05:30+00:00,2015-05-14 22:38:53+00:00,coyotemarin,
cmatthias,995,Update EC2 dicts with more recent instance types,472,62,1,7,4,2015-04-08T15:53:44+00:00;2015-04-08T15:59:59+00:00;2015-04-08T16:03:35+00:00;2015-04-08T16:32:30+00:00,merged,2015-04-08T14:59:32+00:00,2015-04-08 15:53:38+00:00,coyotemarin,v0.4.3
bchess,988,Inline fix,115,7,3,4,1,2015-04-07T18:44:45+00:00,closed,2015-04-07T18:22:06+00:00,2015-04-07 18:44:45+00:00,coyotemarin,
coyotemarin,987,make all tests work without mrjob installed,679,59,7,4,2,2015-04-02T05:21:46+00:00;2015-04-02T05:25:31+00:00,merged,2015-04-02T04:34:42+00:00,2015-04-02 05:25:41+00:00,coyotemarin,v0.4.3
coyotemarin,986,Multipart upload to S3,325,249,8,6,3,2015-04-01T17:44:35+00:00;2015-04-01T21:05:45+00:00;2015-04-02T05:18:28+00:00,merged,2015-03-31T23:58:24+00:00,2015-04-02 05:18:31+00:00,coyotemarin,v0.4.3
rybit,985,"basics of the parts, with failing tests",144,134,4,1,1,2015-04-01T00:03:59+00:00,closed,2015-03-25T01:43:10+00:00,2015-04-01 00:04:00+00:00,coyotemarin,
coyotemarin,983,Dont mess with self._job_name,371,92,6,4,0,,merged,2015-03-17T23:49:24+00:00,2015-03-18 13:45:18+00:00,bchess,v0.4.3
coyotemarin,981,Clean up bucket validation,235,73,5,4,0,,merged,2015-03-17T22:25:03+00:00,2015-03-25 00:24:27+00:00,zachm,v0.4.3
coyotemarin,979,v0.4.3 style checks,127,152,17,4,0,,merged,2015-03-14T16:43:12+00:00,2015-03-14 19:40:22+00:00,coyotemarin,v0.4.3
coyotemarin,977,Eliminate `no_emr_api_params` option,784,121,3,6,3,2015-03-10T23:18:46+00:00;2015-03-10T23:23:05+00:00;2015-03-11T23:37:09+00:00,merged,2015-03-10T23:16:20+00:00,2015-03-11 23:37:16+00:00,zachm,v0.4.3
coyotemarin,976,--emr-action-on-failure,152,74,6,4,0,,merged,2015-03-10T20:48:42+00:00,2015-03-12 23:07:31+00:00,zachm,v0.4.3
coyotemarin,973,execfile() in setup,124,12,3,4,4,2015-03-09T01:13:48+00:00;2015-03-09T01:15:49+00:00;2015-03-09T01:40:21+00:00;2015-03-09T01:41:54+00:00,merged,2015-03-09T00:49:57+00:00,2015-03-11 20:48:39+00:00,yalinhuang,v0.4.3
coyotemarin,972,Drop Python 2.5,529,358,72,4,0,,merged,2015-03-08T22:19:39+00:00,2015-03-11 20:46:37+00:00,yalinhuang,v0.4.3
bchess,970,filter out any steps that have their kwarg set to None,196,33,2,6,1,2015-03-04T22:27:50+00:00,merged,2015-02-19T20:55:38+00:00,2015-03-08 22:22:08+00:00,coyotemarin,v0.4.3
anusha-r,968,Wrapping contextmgr functions with try-catch,480,14,1,4,2,2015-03-04T22:26:22+00:00;2015-03-08T20:20:37+00:00,merged,2015-01-24T02:00:15+00:00,2015-03-08 20:20:39+00:00,coyotemarin,v0.4.3
anusha-r,967,Deprecated warning,147,16,2,3,1,2015-03-04T22:22:07+00:00,merged,2015-01-17T01:09:50+00:00,2015-03-08 20:14:16+00:00,coyotemarin,v0.4.3
anusha-r,966,Fix doc,32,2,1,3,0,,merged,2015-01-16T00:33:57+00:00,2015-01-20 22:52:50+00:00,anusha-r,v0.4.3
anusha-r,965,"Updated credits, changes and docs for v0.4.3 release",0,64,3,3,2,2015-03-04T22:22:30+00:00;2015-03-08T20:13:34+00:00,merged,2015-01-14T21:41:51+00:00,2015-03-08 20:11:09+00:00,coyotemarin,v0.4.3
anusha-r,964,Adding deprecation warnings for setup/bootstrap* options,229,85,8,6,3,2015-01-13T19:24:38+00:00;2015-01-16T19:59:37+00:00;2015-01-16T22:30:21+00:00,closed,2015-01-10T01:16:13+00:00,2015-01-17 01:03:30+00:00,anusha-r,
anusha-r,963,Using non-local flag in inline runner when executing steps,12,37,3,7,2,2015-01-16T20:00:45+00:00;2015-01-16T22:39:05+00:00,merged,2014-12-28T10:22:53+00:00,2015-01-22 00:20:41+00:00,anusha-r,v0.4.3
tianhuil,962,self.mr -> MRStep to fix deprecation warning,72,2,1,3,1,2014-12-21T18:34:24+00:00,merged,2014-12-20T17:42:31+00:00,2014-12-21 07:23:30+00:00,anusha-r,v0.4.3
steenzout,961,avoid import of mrjob library (and its dependencies) to version on setup.py,330,58,5,1,2,2015-02-20T06:01:35+00:00;2015-03-09T00:55:19+00:00,closed,2014-12-18T05:08:24+00:00,2015-03-09 00:55:19+00:00,coyotemarin,
anusha-r,960,Streaming output from closed runner shows a warning now,16,17,2,3,1,2014-12-19T15:37:20+00:00,merged,2014-12-11T13:48:02+00:00,2014-12-20 09:31:53+00:00,anusha-r,v0.4.3
anusha-r,959,Added docs for export-job-name option,16,12,1,3,1,2014-12-19T15:37:26+00:00,merged,2014-12-11T12:56:36+00:00,2014-12-20 09:32:18+00:00,anusha-r,v0.4.3
anusha-r,958,Added docs for export-job-name option,16,29,3,1,0,,closed,2014-12-11T10:51:29+00:00,2014-12-11 12:50:10+00:00,anusha-r,
david-cliqz,956,Added a job-name parameter. Resolves #955.,75,62,5,15,8,2014-11-25T14:20:21+00:00;2014-11-26T16:55:31+00:00;2014-12-02T19:27:08+00:00;2014-12-03T10:12:22+00:00;2014-12-04T12:42:53+00:00;2014-12-04T16:09:03+00:00;2014-12-05T10:50:45+00:00;2014-12-05T19:07:35+00:00,merged,2014-11-25T13:38:06+00:00,2014-12-05 19:07:32+00:00,anusha-r,v0.4.3
autumnjolitz,954,Implement Issue #864,293,55,6,5,0,,merged,2014-11-24T18:44:54+00:00,2014-11-24 20:31:18+00:00,anusha-r,v0.4.3
autumnjolitz,953,Correct concepts documentation,79,2,1,5,3,2014-11-18T16:35:05+00:00;2014-11-19T18:43:09+00:00;2014-11-19T19:02:33+00:00,merged,2014-11-17T23:40:51+00:00,2014-11-19 21:18:10+00:00,anusha-r,v0.4.3
autumnjolitz,952,"Update function for get_bucket mock, set validate=True if boto.Version >= '2.25.0'",198,35,5,5,5,2014-11-17T17:44:09+00:00;2014-11-17T19:32:59+00:00;2014-11-17T20:16:23+00:00;2014-11-17T23:29:59+00:00;2014-11-18T16:21:18+00:00,merged,2014-11-13T22:36:54+00:00,2014-11-18 16:21:06+00:00,anusha-r,v0.4.3
hendrikmuhs,950,improve scanning of long lines by avoiding expensive rescans of the buffer,418,18,2,3,1,2014-10-24T19:44:59+00:00,merged,2014-10-24T13:43:04+00:00,2014-10-24 19:44:57+00:00,coyotemarin,v0.4.3
konarkmodi,948,Updated the broken link for concepts of Mapreduce .,102,2,1,3,0,,merged,2014-09-29T10:13:05+00:00,2014-10-01 20:05:55+00:00,anusha-r,v0.4.3
paiweilai,947,Add a subcommand to mrjob/tools for counting active emr jobflows and instance counts and print out collected stats,410,235,4,7,14,2014-09-29T17:15:08+00:00;2014-09-29T19:10:42+00:00;2014-09-29T20:13:25+00:00;2014-09-29T20:16:29+00:00;2014-09-29T20:20:20+00:00;2014-09-29T20:21:05+00:00;2014-09-29T20:22:47+00:00;2014-09-29T20:23:42+00:00;2014-09-29T20:30:36+00:00;2014-09-29T20:31:07+00:00;2014-10-01T00:36:55+00:00;2014-10-01T00:38:00+00:00;2014-10-01T21:21:32+00:00;2014-10-01T21:33:40+00:00,merged,2014-09-26T17:19:48+00:00,2014-10-07 21:42:23+00:00,anusha-r,v0.4.3
wlstyy,946,Revert 'Remove exclusive file lock in runner wrapper',55,1,1,3,0,,merged,2014-09-22T17:44:33+00:00,2014-09-22 17:55:06+00:00,anusha-r,v0.4.3
edschofield,945,Towards Python 2/3 compatibility (take 2),199,446,66,5,13,2014-09-06T06:19:44+00:00;2014-09-06T06:22:20+00:00;2014-11-21T07:29:31+00:00;2014-11-21T07:54:45+00:00;2014-11-21T09:19:32+00:00;2014-12-23T19:37:47+00:00;2015-02-20T06:03:51+00:00;2015-02-20T08:58:32+00:00;2015-03-09T01:07:17+00:00;2015-04-07T20:06:03+00:00;2015-04-23T06:16:28+00:00;2015-04-26T03:55:08+00:00;2015-05-05T19:32:10+00:00,closed,2014-09-06T04:26:28+00:00,2015-05-05 19:32:10+00:00,coyotemarin,
edschofield,944,Towards Python 2/3 compatibility,185,457,64,2,1,2014-09-05T22:49:14+00:00,closed,2014-09-05T22:25:26+00:00,2014-09-05 22:49:14+00:00,edschofield,
jblomo,943,use the xtrace flag to get more debugging output during bootstrap/runner,453,6,3,4,0,,merged,2014-08-22T22:27:38+00:00,2014-09-16 00:19:25+00:00,anusha-r,v0.4.3
danjamker,942,Virtualenv,67,4,1,1,2,2015-02-20T06:04:45+00:00;2015-03-09T01:00:27+00:00,closed,2014-08-22T14:38:12+00:00,2015-03-09 01:00:27+00:00,coyotemarin,
ymilki,936,Test runner cleanup,42,11,1,4,1,2014-08-04T19:08:49+00:00,merged,2014-08-04T19:08:26+00:00,2014-08-21 04:53:14+00:00,anusha-r,v0.4.3
ymilki,935,Remove exclusive file lock in runner wrapper,61,1,1,4,1,2014-08-04T18:23:54+00:00,merged,2014-08-04T18:21:53+00:00,2014-08-12 18:30:21+00:00,anusha-r,v0.4.3
ymilki,934,Use self.addCleanup to schedule tmpdir cleanups,195,33,3,4,2,2014-08-01T23:02:04+00:00;2014-08-12T18:39:18+00:00,merged,2014-08-01T22:56:07+00:00,2014-08-21 04:52:58+00:00,anusha-r,v0.4.3
akonradi,933,Fix #932: handle spaces in hadoop job -list output,213,2,1,3,0,,merged,2014-07-31T22:14:15+00:00,2014-08-08 20:24:25+00:00,anusha-r,v0.4.3
kpx-dev,931,Update README.rst,35,2,1,2,0,,closed,2014-07-30T07:38:44+00:00,2014-07-30 07:39:38+00:00,kpx-dev,
anusha-r,930,Set visible_to_all_users to True by default.,56,11,3,4,0,,merged,2014-07-30T00:30:53+00:00,2014-07-30 15:17:34+00:00,sudarshang,v0.4.3
yalinhuang,929,A bug fix to pull request #916,59,2,1,4,0,,merged,2014-07-29T22:48:24+00:00,2014-07-29 23:04:28+00:00,anusha-r,v0.4.3
zonca,921,Fixed indentation of example in README,0,2,1,4,1,2014-06-27T21:01:06+00:00,merged,2014-06-26T20:55:03+00:00,2014-06-27 21:00:58+00:00,anusha-r,v0.4.3
tomelm,917,Update the title and fix the image link,152,6,1,3,0,,merged,2014-06-21T21:20:59+00:00,2014-08-08 20:19:10+00:00,anusha-r,v0.4.3
yalinhuang,916,Export job name to env var in order to distinguish tasks sharing the same emr job flow,69,29,4,5,1,2014-07-23T07:21:55+00:00,merged,2014-06-20T00:14:01+00:00,2014-07-23 00:50:35+00:00,anusha-r,v0.4.3
countrodrigo,911,Added ability to specify the step action on failure via the emr_action_o...,20,19,3,3,6,2014-09-05T18:17:14+00:00;2015-03-09T01:34:41+00:00;2015-03-09T20:17:24+00:00;2015-03-09T20:24:37+00:00;2015-03-09T20:38:31+00:00;2015-03-10T20:49:05+00:00,closed,2014-05-13T21:37:37+00:00,2015-03-10 20:49:09+00:00,coyotemarin,
irskep,909,Add a couple comments to the Sphinx extension,182,8,1,5,0,,merged,2014-05-10T17:29:19+00:00,2014-05-10 17:29:41+00:00,irskep,v0.4.3
soda29,908,Update create_job_flow.py,100,4,1,1,4,2014-05-09T20:12:08+00:00;2014-05-09T20:14:17+00:00;2014-05-09T20:47:46+00:00;2014-09-05T18:14:13+00:00,closed,2014-05-09T19:58:29+00:00,2014-09-05 18:14:13+00:00,irskep,
actgardner,902,Added required -p flag to mkdir for CDH5,308,2,1,2,1,2014-04-28T14:59:11+00:00,closed,2014-04-28T14:45:21+00:00,2014-04-28 14:59:11+00:00,actgardner,
bchess,901,Ensure logging from tools writes out properly,121,27,2,5,2,2014-04-24T23:11:23+00:00;2014-04-24T23:11:31+00:00,merged,2014-04-24T23:05:09+00:00,2014-04-24 23:11:21+00:00,coyotemarin,v0.4.3
msabramo,898,Switch to pytest,924,36,2,9,6,2014-04-10T17:57:04+00:00;2014-04-10T18:25:49+00:00;2014-09-05T18:15:46+00:00;2014-12-18T18:36:32+00:00;2014-12-18T18:46:32+00:00;2014-12-21T08:20:48+00:00,merged,2014-04-10T17:48:52+00:00,2014-12-21 08:10:38+00:00,anusha-r,v0.4.3
msabramo,897,Fix PyPy test failures,1366,72,11,5,3,2014-04-10T01:44:42+00:00;2014-04-10T07:28:15+00:00;2014-04-10T16:15:05+00:00,merged,2014-04-09T23:41:47+00:00,2014-04-10 16:15:24+00:00,coyotemarin,v0.4.3
msabramo,896,Fix test failures,7965,40,5,6,17,2014-04-09T05:34:22+00:00;2014-04-09T05:44:21+00:00;2014-04-09T05:50:39+00:00;2014-04-09T05:58:50+00:00;2014-04-09T23:45:43+00:00;2014-04-10T16:09:22+00:00;2014-04-09T03:16:08+00:00;2014-04-09T03:16:21+00:00;2014-04-09T03:19:49+00:00;2014-04-09T03:20:43+00:00;2014-04-09T03:21:40+00:00;2014-04-09T03:24:08+00:00;2014-04-09T03:25:36+00:00;2014-04-09T03:27:54+00:00;2014-04-09T04:00:34+00:00;2014-04-09T04:01:01+00:00;2014-04-09T04:18:13+00:00,merged,2014-04-09T00:45:24+00:00,2014-04-10 16:09:25+00:00,coyotemarin,v0.4.3
msabramo,895,Add support for tox,53,11,2,5,4,2014-04-08T23:57:52+00:00;2014-04-09T00:27:23+00:00;2014-04-09T00:45:53+00:00;2014-04-10T01:15:25+00:00,merged,2014-04-08T23:50:48+00:00,2014-04-10 16:09:26+00:00,coyotemarin,
spenczar,893,Fix slightly erroneous docstring for S3 filesystem,74,3,1,4,1,2014-04-10T16:16:05+00:00,merged,2014-04-01T21:32:43+00:00,2014-04-10 16:16:09+00:00,coyotemarin,v0.4.3
icio,885,Writeable filesystem,55,363,23,5,3,2014-03-10T19:18:49+00:00;2015-03-11T05:07:28+00:00;2015-03-11T15:42:46+00:00,closed,2014-03-10T19:18:01+00:00,2014-03-10 19:18:49+00:00,icio,
PhilSwanson,880,Bugfix for Issue #849 - Preventing windows paths from being interpreted as a URI,129,20,2,5,2,2014-02-22T01:52:55+00:00;2014-02-22T04:55:14+00:00,merged,2014-02-22T00:50:14+00:00,2014-02-22 04:55:11+00:00,coyotemarin,v0.4.3
irskep,879,Added support for the 'api_params' parameter of boto (fixed conflicts),273,121,6,13,8,2014-02-16T22:09:07+00:00;2014-02-17T04:47:47+00:00;2014-02-17T07:19:37+00:00;2014-02-17T16:59:32+00:00;2014-02-14T17:37:40+00:00;2014-02-14T17:38:48+00:00;2014-02-14T19:27:23+00:00;2014-02-14T19:28:28+00:00,merged,2014-02-14T06:22:55+00:00,2014-02-17 04:47:38+00:00,coyotemarin,v0.4.3
irskep,878,Explain why you can't put run code in a job file,155,73,2,3,3,2014-02-14T17:36:47+00:00;2014-02-14T06:05:36+00:00;2014-02-14T06:05:51+00:00,merged,2014-02-14T06:02:02+00:00,2014-02-14 17:36:38+00:00,coyotemarin,v0.4.3
geota,877,#863 Update documentation to reflect AMI 2.x and AMI 3.x differences,49,59,2,3,1,2014-02-14T05:57:08+00:00,merged,2014-02-14T04:36:42+00:00,2014-02-14 05:57:02+00:00,coyotemarin,v0.4.3
